299.00,299.00,294.00,0.00,166620.00
299.00,299.00,294.00,0.00,166916.00
299.00,299.00,294.00,0.00,167211.00
299.00,299.00,294.00,0.00,167722.00
299.00,299.00,294.00,0.00,168294.00
299.00,299.00,294.00,0.00,173271.00
299.00,299.00,294.00,0.00,173418.00
299.00,299.00,294.00,0.00,173656.00
298.00,299.00,294.00,0.00,173792.00
298.00,299.00,294.00,0.00,174004.00
